condition_name,exp_selected_item_name,selected_LANDLINE_ONLY,availablity_addon_LANDLINE_ONLY,selected_EVENING_WEEKEND,selected_ANYTIME_LANDLINE_MOBILE,selected_INTERNATIONAL_300,total_addon_cost_paid,exp_likelihoodToTake,demogAge,BB_current_provider,BB_current_plan,BB_current_contract_length,BB_usage_email,BB_usage_browsing,BB_usage_music_podcasts,BB_usage_TV_movies,BB_usage_video_calls,BB_usage_large_files,BB_usage_downloading_games,BB_usage_playing_games,VF_SEG_statements_1,VF_SEG_statements_2,VF_SEG_statements_3,MOB_current_mobile_provider,demogEducation,demogMaritalStatus,VF_SEG_living_arrangements,demogRegion,demogRural_urban,VF_current_landline_service,is_female,demogWorkStatus_2,demogHouseIncome_value_k,demogTotalHHSize,hh_num_under_18,has_children_under_18,is_mobile,BB_price_is_bundled,BB_current_spend_seperate_abs,BB_current_spend_bundled_abs,BB_current_time_with_provider_abs,MOB_current_mobile_plan_type_2,MOB_time_with_current_mobile_provider_abs,VF_SEGMENT,VF_current_landline_usage_bin,willing_to_wait_score
4) LL add-on at £5,1_Superfast_1,0,1,0,1,0,8,6,68,EE,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Most days,Most days,Never,Occasionally,Occasionally,Never,Never,Never,1  Strongly    Agree ,2  Agree ,4  Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Scotland,Town,Yes,0,Retired,32.5,2,0,0,0,1,0,35,9.166666667,PAYG,11,Sticker,1,3.6
0) Baseline,1_Superfast_1,0,0,0,0,0,0,7,62,Sky,Standard broadband (Up to 17MB/s),My contract expires in between 3-6 months,Every day,Every day,Every day,Every day,Occasionally,Rarely,Rarely,Most days,2  Agree ,3  Neutral ,2  Agree ,EE,Bachelor or first degree equivalent,Widowed / Divorced / Separated,I live alone.,Wales,City Suburb,Yes,0,Full_time,27.5,1,0,0,1,1,0,54,5.333333333,SIMO,5.5,Single empty nester (45-64yrs),0,3.4
4) LL add-on at £5,7_Pro_ultrafast_200,0,1,1,0,0,5,8,77,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Most days,Occasionally,Occasionally,Occasionally,Rarely,Never,Never,3  Neutral ,2  Agree ,3  Neutral ,Virgin Mobile,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,North West England,City Suburb,Yes,1,Full_time,22.5,1,0,0,1,1,0,95,10.08333333,PAYM,11,Retired singles (>65yrs),1,4
0) Baseline,4_Pro_superfast_1,0,0,0,0,0,0,4,34,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Every day,Most days,Occasionally,Never,Never,2  Agree ,2  Agree ,3  Neutral ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North East England,City Centre,Don't Know,1,Unemployed_seeking,62.5,2,0,0,1,1,0,30,2.166666667,PAYG,11.91666667,Sticker,0,2.8
4) LL add-on at £5,2_Superfast_2,0,1,0,0,0,0,9,76,Vodafone,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Most days,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,EE,Bachelor or first degree equivalent,Widowed / Divorced / Separated,I live alone.,Wales,City Suburb,Yes,0,Part_time,12.5,1,0,0,0,0,22,0,0.75,PAYM,1.833333333,Sticker,0,4
0) Baseline,7_Pro_ultrafast_200,0,0,1,0,0,5,7,69,Vodafone,Fast Fibre Broadband (Up to 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Never,Every day,Most days,Never,Never,Most days,2  Agree ,3  Neutral ,4  Agree ,Tesco Mobile,GCSE or equivalent,Widowed / Divorced / Separated,I live alone.,East Midlands,Town,Yes,0,Retired,17.5,1,0,0,0,1,0,28,1.5,PAYG,8.5,Sticker,1,4.6
1) LL add-on at £0,5_Pro_superfast_2,0,1,1,0,0,5,7,30,John Lewis,Standard broadband (Up to 17MB/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,2  Agree ,2  Agree ,2  Agree ,EE,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Wales,Rural,Yes,1,Full_time,45,2,0,0,1,0,19,0,0.333333333,PAYG,11,Sticker,1,4.2
2) LL add-on at £1,2_Superfast_2,0,1,0,0,0,0,9,51,Virgin Media,Standard broadband (Up to 17MB/s),My contract expires in between 6 months and a year,Every day,Most days,Occasionally,Most days,Occasionally,Occasionally,Never,Never,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,O2,Bachelor or first degree equivalent,Single,I live alone.,London,City Centre,No,0,Full_time,32.5,1,0,0,0,0,18,0,8.416666667,SIMO,11.91666667,Sticker,0,4.2
5) Call bundles only,8_Pro_ultrafast_500,0,0,0,1,0,8,8,55,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Rarely,Most days,Rarely,Never,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,1  Strongly    Agree ,EE,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Town,Yes,1,Full_time,27.5,2,0,0,1,1,0,57,11,PAYM,11,Empty nester couples (45-64yrs),1,2.8
2) LL add-on at £1,1_Superfast_1,0,1,0,0,1,5,10,39,Sky,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Occasionally,Every day,Every day,Every day,Most days,Most days,5  Strongly  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,South East England,City Suburb,Yes,1,Unemployed_seeking,1.25,4,2,1,0,1,0,150,2.5,PAYM,2.5,Younger Family (children <=12yrs),0,1.2
5) Call bundles only,7_Pro_ultrafast_200,0,0,0,1,0,8,7,70,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Most days,Every day,Occasionally,Most days,Occasionally,Occasionally,Rarely,Never,2  Agree ,1  Strongly    Agree ,4  Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Scotland,City Suburb,Yes,0,Retired,45,2,0,0,0,1,0,75,11,SIMO,8.5,Sticker,1,3.2
2) LL add-on at £1,2_Superfast_2,0,1,1,0,0,5,10,41,Virgin Media,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Every day,Every day,Every day,Never,Every day,Every day,Every day,Every day,5  Strongly  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Virgin Mobile,Vocational certificate,Single,I live alone.,South West England,City Centre,No,0,Full_time,32.5,1,0,0,0,1,0,41,3.5,PAYM,4.25,Young singles (18-44yrs),0,3.4
4) LL add-on at £5,3_Superfast_100,0,1,0,0,0,0,6,56,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Occasionally,Most days,Rarely,Occasionally,Most days,1  Strongly    Agree ,3  Neutral ,2  Agree ,Vodafone,Vocational certificate,Single,I live with other members of my family.,London,Town,Yes,1,Unemployed_homemaker_student_other,12.5,2,0,0,1,0,34,0,5.333333333,SIMO,11.5,Parents move-in,1,3.6
5) Call bundles only,8_Pro_ultrafast_500,0,0,0,1,0,8,8,82,KCOM,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Rarely,Occasionally,Occasionally,Occasionally,Never,Never,3  Neutral ,2  Agree ,4  Agree ,EE,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,Village,Yes,0,Retired,22.5,2,0,0,0,0,52,0,6.416666667,PAYM,2.166666667,Retired couples (>65yrs),1,2
3) LL add-on at £3,5_Pro_superfast_2,0,1,0,0,0,0,10,59,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Most days,Most days,Every day,Most days,Most days,Every day,5  Strongly  Agree ,5  Strongly  Agree ,4  Agree ,Tesco Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,London,City Centre,Yes,0,Full_time,62.5,3,1,1,1,1,0,120,5.5,PAYG,3.333333333,Younger Family (children <=12yrs),1,3.6
2) LL add-on at £1,6_Pro_superfast_100,1,1,0,0,0,1,8,20,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Most days,Every day,Every day,Every day,Most days,Every day,Every day,Every day,2  Agree ,1  Strongly    Agree ,1  Strongly    Agree ,EE,A-level or equivalent,Single,I live with other members of my family.,West Midlands,City Centre,Yes,1,Part_time,22.5,3,0,0,1,1,0,39.99,4,PAYM,4,Boomerang,0,3.8
3) LL add-on at £3,3_Superfast_100,0,1,0,0,0,0,0,52,NOW Broadband,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Occasionally,Occasionally,Most days,Occasionally,Occasionally,Most days,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Lebara,GCSE or equivalent,Widowed / Divorced / Separated,I live alone.,North West England,City Suburb,No,1,Unemployed_homemaker_student_other,12.5,1,0,0,1,0,18,0,1.25,SIMO,1.5,Switcher,0,3.8
2) LL add-on at £1,2_Superfast_2,0,1,0,1,0,8,8,67,TalkTalk,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Most days,Most days,Occasionally,Occasionally,Occasionally,Never,Never,Never,3  Neutral ,4  Agree ,5  Strongly  Agree ,Vodafone,Vocational certificate,Widowed / Divorced / Separated,I live alone.,South West England,Village,Yes,0,Part_time,22.5,1,0,0,1,1,0,25,4.25,PAYM,7.333333333,Retired singles (>65yrs),1,3.2
0) Baseline,2_Superfast_2,0,0,1,0,0,5,7,51,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Every day,Every day,Occasionally,Rarely,Rarely,Occasionally,Never,Never,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Sky Mobile,GCSE or equivalent,Single,I live alone.,South East England,Rural,Yes,0,Part_time,3.75,1,0,0,0,1,0,95,2,PAYM,4,Switcher,1,4
2) LL add-on at £1,3_Superfast_100,0,1,0,0,0,0,5,78,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Every day,Occasionally,Never,Never,Never,1  Strongly    Agree ,3  Neutral ,4  Agree ,BT Mobile,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,East Midlands,City Suburb,Yes,0,Retired,45,1,0,0,0,1,0,75,11,SIMO,5,Sticker,0,3.8
0) Baseline,6_Pro_superfast_100,0,0,1,0,0,5,10,24,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Most days,Every day,Occasionally,Rarely,Occasionally,3  Neutral ,5  Strongly  Agree ,1  Strongly    Agree ,EE,Vocational certificate,Single,I live with my / my partners children (under 18 years old).,Yorkshire and the Humber,City Centre,Yes,1,Unemployed_homemaker_student_other,12.5,3,2,1,1,1,0,43,5,PAYM,3.333333333,Younger Family (children <=12yrs),0,3.2
3) LL add-on at £3,1_Superfast_1,1,1,0,0,0,3,7,39,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Most days,Every day,Most days,Most days,Occasionally,Never,Never,Rarely,3  Neutral ,4  Agree ,2  Agree ,Sky Mobile,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,West Midlands,City Suburb,Yes,1,Part_time,32.5,3,1,1,1,1,0,70,11.91666667,PAYM,3.916666667,Younger Family (children <=12yrs),1,3.6
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,0,73,Other,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Occasionally,Most days,Every day,Occasionally,Occasionally,Rarely,Rarely,3  Neutral ,5  Strongly  Agree ,5  Strongly  Agree ,Tesco Mobile,Other,Widowed / Divorced / Separated,I live with other members of my family.,South East England,Town,Yes,0,Retired,12.5,2,0,0,0,0,55,0,1,PAYM,4,Parents move-in,1,1.4
0) Baseline,3_Superfast_100,0,0,1,0,0,5,6,44,Other,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Most days,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,Vodafone,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,Scotland,Village,Yes,1,Part_time,37.5,3,1,1,0,1,0,40,0.25,PAYG,11,Sticker,1,3.4
3) LL add-on at £3,5_Pro_superfast_2,0,1,0,0,0,0,10,26,Sky,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Never,Every day,Occasionally,Occasionally,Never,Rarely,3  Neutral ,5  Strongly  Agree ,5  Strongly  Agree ,3,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,West Midlands,Rural,Yes,1,Unemployed_homemaker_student_other,32.5,3,1,1,1,1,0,36,1.5,PAYG,1.333333333,Younger Family (children <=12yrs),1,1
0) Baseline,1_Superfast_1,0,0,0,1,0,8,6,65,NOW Broadband,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Rarely,Occasionally,Never,Never,Never,Never,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,Tesco Mobile,Bachelor or first degree equivalent,Single,I live with other members of my family.,East England,Village,Yes,0,Retired,22.5,2,0,0,0,0,22.99,0,1.416666667,PAYM,5.333333333,Switcher,1,3.2
4) LL add-on at £5,1_Superfast_1,1,1,0,0,0,5,2,55,Plusnet,Standard broadband (Up to 17MB/s),My contract expires in between 6 months and a year,Occasionally,Every day,Occasionally,Rarely,Never,Never,Never,Never,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,3,Masters or other higher degree,Single,I live alone.,Scotland,Town,Yes,0,Unemployed_seeking,3.75,1,0,0,0,0,15,0,0.166666667,PAYG,0.5,Sticker,1,4.6
5) Call bundles only,5_Pro_superfast_2,0,0,0,1,0,8,10,52,BT,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Rarely,Every day,Most days,Occasionally,Most days,Every day,1  Strongly    Agree ,5  Strongly  Agree ,5  Strongly  Agree ,BT Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East England,Village,Yes,1,Part_time,32.5,2,0,0,0,1,0,71,3.416666667,PAYM,3.416666667,Switcher,1,3.8
0) Baseline,5_Pro_superfast_2,0,0,0,1,0,8,8,34,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Most days,Most days,Most days,Most days,Most days,Most days,Every day,Every day,4  Agree ,4  Agree ,2  Agree ,3,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,City Suburb,Yes,1,Full_time,1.25,2,0,0,0,1,0,38,1,PAYM,3,Young couples (18-44yrs),0,3
0) Baseline,5_Pro_superfast_2,0,0,0,1,0,8,7,57,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Most days,Most days,Rarely,Rarely,Rarely,2  Agree ,3  Neutral ,5  Strongly  Agree ,Tesco Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,City Suburb,Yes,0,Part_time,45,2,0,0,1,1,0,72,11,SIMO,11,Sticker,1,3.8
4) LL add-on at £5,2_Superfast_2,1,1,0,0,0,5,8,61,Vodafone,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Occasionally,Never,Occasionally,Never,Never,Never,1  Strongly    Agree ,4  Agree ,4  Agree ,O2,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Town,Yes,0,Full_time,37.5,2,0,0,1,0,24,0,0.75,PAYM,1.25,Switcher,1,4
3) LL add-on at £3,1_Superfast_1,0,1,1,0,0,5,7,48,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Every day,Most days,Occasionally,Rarely,Rarely,1  Strongly    Agree ,3  Neutral ,3  Neutral ,Vodafone,A-level or equivalent,Single,I live alone.,Wales,Village,Yes,1,Full_time,27.5,1,0,0,1,1,0,30,0.666666667,SIMO,11,Single empty nester (45-64yrs),1,4.4
4) LL add-on at £5,6_Pro_superfast_100,0,1,0,0,0,0,0,32,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Most days,Every day,Rarely,Every day,Most days,Occasionally,Occasionally,Rarely,3  Neutral ,2  Agree ,3  Neutral ,O2,GCSE or equivalent,Single,I live with my / my partners children (under 18 years old).,South West England,Town,Yes,1,Unemployed_homemaker_student_other,12.5,5,4,1,1,0,22,0,4,PAYG,10,Younger Family (children <=12yrs),0,3.6
1) LL add-on at £0,6_Pro_superfast_100,0,1,0,1,0,8,7,75,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Occasionally,Every day,Never,Never,Never,Never,Never,Never,1  Strongly    Agree ,4  Agree ,3  Neutral ,BT Mobile,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East Midlands,City Suburb,Yes,0,Retired,22.5,2,0,0,1,1,0,93,11,PAYM,2.25,Switcher,1,4.8
5) Call bundles only,6_Pro_superfast_100,0,0,0,0,0,0,7,68,EE,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Never,Rarely,Occasionally,Never,Never,Never,Never,2  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,EE,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South East England,City Suburb,Yes,1,Retired,17.5,2,0,0,1,0,23,0,5,SIMO,9,Switcher,0,3.8
5) Call bundles only,2_Superfast_2,0,0,0,1,0,8,8,49,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Every day,Every day,Most days,Occasionally,Most days,Occasionally,Rarely,Most days,2  Agree ,3  Neutral ,3  Neutral ,O2,GCSE or equivalent,Single,I live alone.,London,City Suburb,Yes,0,Part_time,17.5,3,0,0,0,1,0,33,5.166666667,SIMO,11,Sticker,0,4
5) Call bundles only,8_Pro_ultrafast_500,0,0,1,0,0,5,0,71,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Never,Occasionally,Rarely,Never,Never,3  Neutral ,3  Neutral ,3  Neutral ,ID,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,East Midlands,Village,Yes,1,Retired,32.5,2,0,0,0,1,0,95,11,SIMO,2.5,Retired couples (>65yrs),1,2.8
1) LL add-on at £0,3_Superfast_100,0,1,0,0,0,0,7,66,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Occasionally,Every day,Never,Occasionally,Never,Never,Never,Rarely,1  Strongly    Agree ,5  Strongly  Agree ,4  Agree ,3,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Town,Yes,0,Full_time,32.5,2,0,0,0,1,0,31,5,SIMO,11.33333333,Switcher,0,3.4
4) LL add-on at £5,6_Pro_superfast_100,0,1,1,0,0,5,6,73,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Never,Every day,Most days,Never,Occasionally,Most days,2  Agree ,4  Agree ,5  Strongly  Agree ,Sky Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,City Suburb,Yes,1,Retired,22.5,2,0,0,0,1,0,53,3,SIMO,2,Switcher,1,3.8
0) Baseline,8_Pro_ultrafast_500,0,0,1,0,0,5,8,38,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Most days,Most days,Every day,Most days,Most days,Most days,Most days,Every day,2  Agree ,2  Agree ,2  Agree ,EE,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,West Midlands,Village,Yes,0,Full_time,37.5,1,1,1,1,1,0,27,1,SIMO,1,Younger Family (children <=12yrs),1,2.2
2) LL add-on at £1,2_Superfast_2,0,1,0,0,0,0,5,61,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Occasionally,Most days,Occasionally,Occasionally,Rarely,Rarely,1  Strongly    Agree ,3  Neutral ,4  Agree ,BT Mobile,PhD,Married / Civil Partnership / Living as Married,I live with other members of my family.,East England,Town,Yes,0,Retired,125,3,0,0,0,1,0,48,7,SIMO,1.083333333,Sticker,1,4.2
4) LL add-on at £5,1_Superfast_1,0,1,0,0,0,0,7,67,BT,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Most days,Every day,Never,Never,Never,Never,Never,Never,2  Agree ,2  Agree ,5  Strongly  Agree ,O2,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,Town,Yes,1,Retired,45,2,0,0,1,0,20,0,11.66666667,PAYG,11.5,Sticker,1,4.2
